"page","region","type","texte_ou_label","href_ou_action","target","rel","name","input_type","required","id","classes","aria","visible_1440","visible_390","details"
"https://www.syntheticswarm.ai/recrutement","main","summary","Sales · France 🇫🇷  Développer Synthetic Swarm auprès des professionnels de l’assurance.","","","","","","","","","role=button aria-expanded=false aria-controls=details-sales-france","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","mailto","","mailto:contact@syntheticswarm.ai?subject=Candidature%20Sales%20France%20%E2%80%94%20Synthetic%20Swarm","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","details","Sales · États-Unis 🇺🇸  Développer nos premiers comptes américains.","","","","open-role","","","sales-us","job-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/recrutement","main","summary","Sales · États-Unis 🇺🇸  Développer nos premiers comptes américains.","","","","","","","","","role=button aria-expanded=false aria-controls=details-sales-us","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","mailto","","mailto:contact@syntheticswarm.ai?subject=Candidature%20Sales%20US%20%E2%80%94%20Synthetic%20Swarm","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","details","Tech / Ingénieur IA · France & US 🇫🇷🇺🇸  Améliorer notre boucle de détection et qualification.","","","","open-role","","","tech-france","job-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/recrutement","main","summary","Tech / Ingénieur IA · France & US 🇫🇷🇺🇸  Améliorer notre boucle de détection et qualification.","","","","","","","","","role=button aria-expanded=false aria-controls=details-tech-france","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","mailto","","mailto:contact@syntheticswarm.ai?subject=Candidature%20Tech%20%E2%80%94%20Synthetic%20Swarm","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","details","Chief of Staff · France & US 🇫🇷🇺🇸  Travailler avec les fondateurs sur les priorités de l’entreprise.","","","","open-role","","","chief-of-staff","job-item","","oui","oui","open=false"
"https://www.syntheticswarm.ai/recrutement","main","summary","Chief of Staff · France & US 🇫🇷🇺🇸  Travailler avec les fondateurs sur les priorités de l’entreprise.","","","","","","","","","role=button aria-expanded=false aria-controls=details-chief-of-staff","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","mailto","","mailto:contact@syntheticswarm.ai?subject=Candidature%20Chief%20of%20Staff%20%E2%80%94%20Synthetic%20Swarm","","","","","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","main","mailto","Envoyer une candidature spontanée →","mailto:contact@syntheticswarm.ai","","","","","","","page-button page-button--secondary","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/recrutement","footer","input_email","Votre email","","","","email","email","oui","","","aria-label=Votre email","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","button","S’inscrire","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_externe","Se connecter","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","FAQ","/faq-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","À propos","/a-propos","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","pseudo_lien_desactive","Nos clients","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Recrutement","/recrutement","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Contact","/contact-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Mentions légales","/mentions-legales","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Confidentialité","/confidentialite","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Conditions","/conditions","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","footer","lien_interne","Opposition","/opposition","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","button","Fermer le menu","","","","","button","","","mobile-menu-close","aria-label=Fermer le menu","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne","","/notre-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne","","/tarifs","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne","","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne","","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choisir la langue","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne+langue","FR","/recrutement","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_interne+langue","EN","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/recrutement","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact","autre","ancre","Skip to content","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/contact","header","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/contact","header","lien_interne","Our solution","/our-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/contact","header","lien_interne","Pricing","/pricing","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/contact","header","button+disclosure","About","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/contact","header","lien_interne","Who we are","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","header","lien_interne","Careers","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","header","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/contact","header","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choose language","oui","non",""
"https://www.syntheticswarm.ai/contact","header","lien_interne+langue","EN","/contact","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/contact","header","lien_interne+langue","FR","/contact-fr","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","header","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/contact","header","button+disclosure+demo","Demo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/contact","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact","header","button","Open menu","","","","","button","","","mobile-menu-toggle","aria-label=Open menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/contact","main","lien_externe","LinkedIn Axel","https://www.linkedin.com/in/axel-carron/","_blank","noopener noreferrer","","","","","","aria-label=LinkedIn Axel","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","lien_externe","LinkedIn Ilan","https://www.linkedin.com/in/isainteagathe/","_blank","noopener noreferrer","","","","","","aria-label=LinkedIn Ilan","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","contact-email-address","","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","mailto","Send an email ↗","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","button","Copy","","","","","button","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","form","Send a message","/api/contact","","","","","","","contact-form","aria-label=Send a message","oui","oui","method=post action=/api/contact champs=lastName:text*|firstName:text*|email:email*|company:text|subject:text*|message:textarea*|website:text|:submit"
"https://www.syntheticswarm.ai/contact","main","input_text","","","","","lastName","text","oui","contact-lastName","","aria-describedby=error-lastName","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","input_text","","","","","firstName","text","oui","contact-firstName","","aria-describedby=error-firstName","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","input_email","","","","","email","email","oui","contact-email","","aria-describedby=error-email","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","input_text","","","","","company","text","","contact-company","","aria-describedby=error-company","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","input_text","","","","","subject","text","oui","contact-subject","","aria-describedby=error-subject","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","textarea","","","","","message","","oui","contact-message","","aria-describedby=error-message","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","input_text","","","","","website","","","contact-website","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","main","button","Send","","","","","submit","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_externe+demo","Book a demo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Explore our solution →","/our-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/contact","footer","input_email","Your email","","","","email","email","oui","","","aria-label=Your email","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","button","Subscribe","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Our solution","/our-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","FAQ","/faq","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","About","/about","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","pseudo_lien_desactive","Customers","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Careers","/careers","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Contact","/contact","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Legal Notice","/legal-notice","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Privacy","/privacy","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Terms","/terms","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","footer","lien_interne","Opt out","/opt-out","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact","menu_mobile","button","Close menu","","","","","button","","","mobile-menu-close","aria-label=Close menu","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne","","/our-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne","","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne","","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne","","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choose language","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne+langue","EN","/contact","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_interne+langue","FR","/contact-fr","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","autre","ancre","Aller au contenu","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","button+disclosure","À propos","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne","Qui sommes-nous","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne","Recrutement","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choisir la langue","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne+langue","FR","/contact-fr","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_interne+langue","EN","/contact","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_externe","Connexion","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","button+disclosure+demo","Démo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","header","button","Ouvrir le menu","","","","","button","","","mobile-menu-toggle","aria-label=Ouvrir le menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","lien_externe","LinkedIn Axel","https://www.linkedin.com/in/axel-carron/","_blank","noopener noreferrer","","","","","","aria-label=LinkedIn Axel","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","lien_externe","LinkedIn Ilan","https://www.linkedin.com/in/isainteagathe/","_blank","noopener noreferrer","","","","","","aria-label=LinkedIn Ilan","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","contact-email-address","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","mailto","Envoyer un email ↗","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","button","Copier","","","","","button","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","form","Envoyer un message","/api/contact","","","","","","","contact-form","aria-label=Envoyer un message","oui","oui","method=post action=/api/contact champs=lastName:text*|firstName:text*|email:email*|company:text|subject:text*|message:textarea*|website:text|:submit"
"https://www.syntheticswarm.ai/contact-fr","main","input_text","","","","","lastName","text","oui","contact-lastName","","aria-describedby=error-lastName","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","input_text","","","","","firstName","text","oui","contact-firstName","","aria-describedby=error-firstName","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","input_email","","","","","email","email","oui","contact-email","","aria-describedby=error-email","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","input_text","","","","","company","text","","contact-company","","aria-describedby=error-company","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","input_text","","","","","subject","text","oui","contact-subject","","aria-describedby=error-subject","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","textarea","","","","","message","","oui","contact-message","","aria-describedby=error-message","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","input_text","","","","","website","","","contact-website","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","main","button","Envoyer","","","","","submit","","","page-button","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/contact-fr","footer","input_email","Votre email","","","","email","email","oui","","","aria-label=Votre email","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","button","S’inscrire","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_externe","Se connecter","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","FAQ","/faq-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","À propos","/a-propos","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","pseudo_lien_desactive","Nos clients","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Recrutement","/recrutement","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Contact","/contact-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Mentions légales","/mentions-legales","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Confidentialité","/confidentialite","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Conditions","/conditions","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","footer","lien_interne","Opposition","/opposition","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","button","Fermer le menu","","","","","button","","","mobile-menu-close","aria-label=Fermer le menu","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne","","/notre-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne","","/tarifs","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne","","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne","","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choisir la langue","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne+langue","FR","/contact-fr","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_interne+langue","EN","/contact","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/contact-fr","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/customers","autre","ancre","Skip to content","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/customers","header","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/customers","header","lien_interne","Our solution","/our-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/customers","header","lien_interne","Pricing","/pricing","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/customers","header","button+disclosure","About","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/customers","header","lien_interne","Who we are","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/customers","header","lien_interne","Careers","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/customers","header","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/customers","header","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choose language","oui","non",""
"https://www.syntheticswarm.ai/customers","header","lien_interne+langue","EN","/customers","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/customers","header","lien_interne+langue","FR","/clients","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/customers","header","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/customers","header","button+disclosure+demo","Demo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/customers","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/customers","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/customers","header","button","Open menu","","","","","button","","","mobile-menu-toggle","aria-label=Open menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/customers","main","lien_externe+demo","Book a demo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/customers","footer","lien_externe+demo","Book a demo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/customers","footer","lien_interne","Explore our solution →","/our-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/customers","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/customers","footer","input_email","Your email","","","","email","email","oui","","","aria-label=Your email","oui","oui",""
"https://www.syntheticswarm.ai/customers","footer","button","Subscribe","","","","","submit","","","","","oui","oui",""
